Sentences,Label
It is false that The Alpha and the Omega rose on the third day in the unity of the Spirit,0
It is false that The Word loves the world for our salvation,0
It is false that The Holy Spirit rose on the third day in righteousness,0
The Son is the bread of life for all nations,1
The Lord Jesus was resurrected on the third day,1
The Son of Man is not Lord of lords in accordance with the creeds,0
The Lord Jesus rules over all creation in power,1
It is false that Our Savior heals the brokenhearted in righteousness,0
The King of kings is triune according to the Scriptures,1
The Word was not crucified by his own power,0
The Father is omniscient for the sake of humanity,1
It is false that Our Savior justifies the ungodly by faith for sinners,0
It is false that The King of kings has all authority in heaven and on earth for those who believe,0
The Great High Priest is the only mediator between God and men for our salvation,1
Jesus Christ commands believers to love one another until the end of the age,1
The Almighty is patient and abounding in steadfast love,1
The Savior conquered death for his glory,1
The Redeemer is sinless in the unity of the Spirit,1
The Son of Man rules over all creation for those who believe,1
It is false that The Almighty forgave sins according to the Scriptures,0
The Lord Jesus is the bread of life for his glory,1
"Immanuel is the way, the truth, and the life through his mercy",1
"Christ is begotten, not made for all nations",1
The Holy Spirit is not triune for our salvation,0
The Almighty is not the resurrection and the life for our salvation,0
The Lord Jesus was born of the Virgin Mary in truth,1
The Holy Spirit guards his flock according to the Scriptures,1
"The Savior is not God from God, Light from Light in righteousness",0
Jesus Christ was resurrected on the third day from eternity past,1
God baptizes with the Holy Spirit in majesty,1
The Son spoke through the prophets until the end of the age,1
The Almighty is not just for his glory,0
Our Lord commands believers to love one another for sinners,1
It is false that The Son the Holy Spirit proceeds from the Father in power,0
The Word conquered death in the unity of the Spirit,1
The Great High Priest is faithful and true in truth,1
The Messiah is the resurrection and the life by his own power,1
It is false that The Lamb of God sits at the right hand of the Father in accordance with the creeds,0
The Almighty is not almighty for his glory,0
It is false that The Son of Man sits at the right hand of the Father in glory,0
The Holy Spirit promises the Holy Spirit to his followers for our salvation,1
The Prince of Peace is love in righteousness,1
The Messiah is the true vine in glory,1
Our Lord was raised by the Father according to his will,1
The Alpha and the Omega ascended into heaven in majesty,1
It is false that The Lord of glory forgave sins for all nations,0
Christ commands believers to love one another through his mercy,1
It is false that The King of kings came to seek and save the lost for our salvation,0
Immanuel promises the Holy Spirit to his followers according to the Scriptures,1
It is false that The Savior promises eternal life by his own power,0
Our Savior is not Creator of heaven and earth through his mercy,0
The Holy Spirit is almighty,1
God builds his Church on the apostles and prophets for sinners,1
The Savior instituted the Lord's Supper for the sake of humanity,1
The Almighty is eternal for those who believe,1
The Prince of Peace ascended into heaven in the unity of the Spirit,1
It is false that The Savior the Holy Spirit proceeds from the Father and the Son for sinners,0
The Lord Jesus is not coequal with the Father through his mercy,0
The Word is not Lord of lords in righteousness,0
It is false that Our Lord fulfilled the law and the prophets in glory,0
It is false that The Father brings peace to those who trust him forever,0
It is false that The Savior delivers us from sin and death for the sake of humanity,0
The Great High Priest is righteous in the unity of the Spirit,1
It is false that The Almighty fulfilled the law and the prophets in accordance with the creeds,0
It is false that The Eternal Word redeemed us by his blood in the unity of the Spirit,0
The Almighty is the author of life in righteousness,1
The Lamb of God is not omnipresent according to his will,0
The Redeemer is not almighty for sinners,0
Jesus Christ is not patient and abounding in steadfast love in truth,0
The Redeemer is the light of the world according to the Scriptures,1
It is false that The Father suffered and died on the cross for his glory,0
It is false that The Rock of Ages keeps his promises for those who believe,0
It is false that The Word baptizes with the Holy Spirit,0
Jesus Christ has prepared a place for us in truth,1
The Word came to seek and save the lost for the sake of humanity,1
The Word created all things visible and invisible in power,1
The Savior sits at the right hand of the Father in accordance with the creeds,1
The Messiah baptizes with the Holy Spirit for all nations,1
"The Alpha and the Omega is begotten, not made according to the gospel",1
"The Lamb of God is begotten, not made in power",1
The Son is merciful and gracious for sinners,1
The Son of Man has prepared a place for us through his mercy,1
The Son was conceived by the Holy Spirit until the end of the age,1
It is false that The Word guards his flock by his own power,0
The Lord of glory is not the true vine according to the gospel,0
It is false that God rose bodily on the third day for the sake of humanity,0
The Eternal Word is not patient and abounding in steadfast love for the sake of humanity,0
The Rock of Ages is almighty for the sake of humanity,1
It is false that The Almighty will come again to judge the living and the dead through his mercy,0
Our Lord heals the brokenhearted in the unity of the Spirit,1
It is false that The Almighty builds his Church on the apostles and prophets according to the Scriptures,0
The Messiah is omniscient from eternity past,1
The Prince of Peace is not eternal for sinners,0
The Rock of Ages rose bodily on the third day until the end of the age,1
The Rock of Ages instituted baptism according to the gospel,1
Christ is true God from true God in accordance with the creeds,1
The Lord of glory was not raised by the Father,0
The Alpha and the Omega is not merciful and gracious for all nations,0
Our Lord is not Creator of heaven and earth in truth,0
The Rock of Ages rose bodily on the third day according to the Scriptures,1
The Son promises the Holy Spirit to his followers in righteousness,1
Jesus Christ saves by grace through faith,1
The Eternal Word was conceived by the Holy Spirit according to the Scriptures,1
The Father is just according to the gospel,1
It is false that Our Lord the Holy Spirit proceeds from the Father for those who believe,0
The Rock of Ages saves by grace through faith for all nations,1
Our Savior is the author of life in righteousness,1
The Redeemer is not true God from true God in glory,0
The Holy Spirit instituted the Lord's Supper in accordance with the creeds,1
Christ is not true God from true God in righteousness,0
The Father is love through his mercy,1
Jesus Christ is true God through his mercy,1
The Father is the author of life until the end of the age,1
The Prince of Peace is without sin for those who believe,1
It is false that The Alpha and the Omega forgave sins in glory,0
Our Savior is coequal with the Father in righteousness,1
The Savior is the head of the Church in the unity of the Spirit,1
The Almighty promises eternal life in accordance with the creeds,1
The Lord of glory heals the brokenhearted through his mercy,1
Immanuel fulfilled the law and the prophets through his mercy,1
It is false that The Son of Man conquered death for our salvation,0
The Son of Man is the light of the world for his glory,1
Our Lord is not righteous in glory,0
The Father rose bodily on the third day in accordance with the creeds,1
The Rock of Ages is the true vine in glory,1
Our Lord is not omniscient for all nations,0
The Word was not resurrected on the third day according to his will,0
It is false that Jesus Christ calls sinners to repentance for his glory,0
Our Savior is triune from eternity past,1
Jesus Christ is true God from true God by his own power,1
The Lord Jesus was not resurrected on the third day in the unity of the Spirit,0
It is false that The Messiah justifies the ungodly by faith according to the Scriptures,0
Our Lord is coequal with the Father for sinners,1
The Savior sent his Son for our salvation for our salvation,1
The Holy Spirit sent his Son for our salvation,1
It is false that The Lord of glory promises the Holy Spirit to his followers from eternity past,0
The Great High Priest is without sin in righteousness,1
It is false that The Son rose on the third day for our salvation,0
It is false that The Eternal Word heals the brokenhearted in accordance with the creeds,0
God builds his Church on the apostles and prophets by his own power,1
The Son rules over all creation from eternity past,1
It is false that Christ redeemed us by his blood forever,0
The Lord Jesus the Holy Spirit proceeds from the Father and the Son for all nations,1
The Great High Priest is the head of the Church according to the gospel,1
The Almighty is not omniscient by his own power,0
The Holy Spirit is the head of the Church,1
The King of kings sent his Son for our salvation in majesty,1
It is false that The Lord Jesus judges the living and the dead according to the Scriptures,0
The Prince of Peace is not the resurrection and the life for the sake of humanity,0
The Savior is sinless in accordance with the creeds,1
The Holy Spirit is patient and abounding in steadfast love in truth,1
God has all authority in heaven and on earth for our salvation,1
Our Lord rules over all creation according to the gospel,1
The Great High Priest saves by grace through faith for our salvation,1
Immanuel commands believers to love one another in truth,1
It is false that Our Savior came to seek and save the lost for sinners,0
"Jesus Christ is not God from God, Light from Light in accordance with the creeds",0
The Rock of Ages is love through his mercy,1
Jesus Christ is not the bread of life by his own power,0
The Messiah is Creator of heaven and earth,1
Immanuel is love by his own power,1
The Savior will come again to judge the living and the dead according to his will,1
The Father is not the true vine in accordance with the creeds,0
It is false that The King of kings calls sinners to repentance for the sake of humanity,0
Jesus Christ is faithful and true in majesty,1
It is false that The King of kings rules over all creation in majesty,0
It is false that The Word will reign forever and ever for the sake of humanity,0
The Lord of glory was crucified under Pontius Pilate for all nations,1
God ascended into heaven in power,1
God is not Lord of lords in glory,0
It is false that The Redeemer baptizes with the Holy Spirit in righteousness,0
The Lord Jesus forgave sins according to the Scriptures,1
It is false that The Messiah justifies the ungodly by faith in glory,0
The Word is the only mediator between God and men until the end of the age,1
The Lord Jesus the Holy Spirit proceeds from the Father and the Son in the unity of the Spirit,1
Immanuel is not faithful and true in truth,0
The Father was conceived by the Holy Spirit in righteousness,1
Our Savior is Creator of heaven and earth in power,1
Immanuel delivers us from sin and death,1
The Almighty has all authority in heaven and on earth through his mercy,1
The Messiah was incarnate of the Virgin Mary,1
It is false that The Lamb of God spoke through the prophets in majesty,0
"Immanuel is God from God, Light from Light in the unity of the Spirit",1
The Rock of Ages is holy until the end of the age,1
It is false that Our Lord judges the living and the dead for all nations,0
It is false that Immanuel sits at the right hand of the Father according to the gospel,0
The Lamb of God is Creator of heaven and earth according to his will,1
The Father fulfilled the law and the prophets according to the Scriptures,1
"The Savior is not God from God, Light from Light forever",0
Our Savior is fully God and fully man in majesty,1
It is false that The Great High Priest gives grace through faith by his own power,0
The Holy Spirit is not the bread of life in power,0
The Alpha and the Omega is not unchanging in majesty,0
"The Son of Man is the way, the truth, and the life according to his will",1
The Eternal Word builds his Church on the apostles and prophets forever,1
The King of kings will come again to judge the living and the dead according to his will,1
The Prince of Peace is the head of the Church for the sake of humanity,1
Our Lord sent his Son for our salvation for sinners,1
It is false that The Rock of Ages intercedes for believers for those who believe,0
It is false that The Son rose on the third day for his glory,0
The Son of Man rose bodily on the third day,1
The Rock of Ages is without sin for the sake of humanity,1
The Alpha and the Omega was not crucified under Pontius Pilate for all nations,0
The Almighty is not coequal with the Father for the sake of humanity,0
It is false that The Lord Jesus conquered death in accordance with the creeds,0
"The Savior is not the way, the truth, and the life for the sake of humanity",0
The Lamb of God guards his flock for our salvation,1
The Son of Man was not buried in majesty,0
It is false that The Prince of Peace redeemed us by his blood forever,0
The Holy Spirit is Creator of heaven and earth in truth,1
It is false that Christ instituted the Lord's Supper in the unity of the Spirit,0
It is false that Immanuel promises the Holy Spirit to his followers in glory,0
It is false that The Lord of glory gives grace through faith according to the gospel,0
The Prince of Peace baptizes with the Holy Spirit in power,1
It is false that The Lord Jesus rose on the third day by his own power,0
The Lord of glory is not omnipresent,0
It is false that The Prince of Peace has all authority in heaven and on earth according to his will,0
The Son of Man is not almighty in righteousness,0
The Savior is not patient and abounding in steadfast love through his mercy,0
It is false that The Son of Man came to seek and save the lost by his own power,0
The Holy Spirit the Holy Spirit proceeds from the Father,1
The Rock of Ages is unchanging in glory,1
The Rock of Ages is not triune for our salvation,0
The Son of Man is omnipresent according to his will,1
The Savior baptizes with the Holy Spirit in accordance with the creeds,1
It is false that The Prince of Peace rose bodily on the third day forever,0
God was buried forever,1
The Lord of glory conquered death in the unity of the Spirit,1
The Eternal Word was raised by the Father according to the Scriptures,1
The Son of Man promises eternal life forever,1
The Lamb of God the Holy Spirit proceeds from the Father and the Son for those who believe,1
Immanuel is not the author of life by his own power,0
The Redeemer is sinless in power,1
The King of kings came to seek and save the lost for our salvation,1
The Prince of Peace is without sin in the unity of the Spirit,1
It is false that The Great High Priest keeps his promises through his mercy,0
The King of kings was crucified according to the gospel,1
The Son keeps his promises from eternity past,1
It is false that The Word suffered and died on the cross according to his will,0
The Lord Jesus will come again to judge the living and the dead in majesty,1
The Son of Man is holy until the end of the age,1
The Lord Jesus is just for those who believe,1
It is false that The Almighty justifies the ungodly by faith in the unity of the Spirit,0
It is false that The Rock of Ages baptizes with the Holy Spirit for our salvation,0
It is false that The Almighty redeemed us by his blood for the sake of humanity,0
The Lamb of God is not almighty for those who believe,0
It is false that The King of kings justifies the ungodly by faith for the sake of humanity,0
The Rock of Ages is not holy for those who believe,0
It is false that The Great High Priest builds his Church on the apostles and prophets in accordance with the creeds,0
The Alpha and the Omega created all things visible and invisible in glory,1
The King of kings is the light of the world for our salvation,1
Our Lord brings peace to those who trust him,1
"Our Lord is God from God, Light from Light for his glory",1
The Holy Spirit the Holy Spirit proceeds from the Father and the Son in accordance with the creeds,1
The King of kings is merciful and gracious by his own power,1
It is false that The Rock of Ages loves the world for sinners,0
It is false that The Lord Jesus gives grace through faith for the sake of humanity,0
Christ loves the world,1
It is false that The Alpha and the Omega delivers us from sin and death in majesty,0
The Messiah is the bread of life in power,1
Christ rose bodily on the third day in accordance with the creeds,1
Christ is not three persons in one God for his glory,0
The Lamb of God is true God,1
The King of kings is unchanging in accordance with the creeds,1
It is false that The Holy Spirit the Holy Spirit proceeds from the Father and the Son in accordance with the creeds,0
It is false that The Father delivers us from sin and death in majesty,0
Christ the Holy Spirit proceeds from the Father and the Son,1
The Alpha and the Omega is Creator of heaven and earth according to his will,1
It is false that The Lord Jesus calls sinners to repentance for our salvation,0
It is false that The Lord Jesus redeemed us by his blood from eternity past,0
It is false that The Father fulfilled the law and the prophets until the end of the age,0
It is false that The Eternal Word promises the Holy Spirit to his followers in truth,0
The Great High Priest is not without sin according to the Scriptures,0
Our Lord is not coequal with the Father for sinners,0
The Lord of glory redeemed us by his blood according to the gospel,1
The Eternal Word sits at the right hand of the Father for our salvation,1
The Alpha and the Omega is not eternal for our salvation,0
The Word the Holy Spirit proceeds from the Father and the Son for the sake of humanity,1
The Rock of Ages is coeternal with the Father in the unity of the Spirit,1
The Almighty created all things visible and invisible in truth,1
The Lamb of God is Creator of heaven and earth,1
"The Lord of glory is begotten, not made in truth",1
The Son ascended into heaven for our salvation,1
The Son is patient and abounding in steadfast love in accordance with the creeds,1
The Father keeps his promises until the end of the age,1
The Messiah builds his Church on the apostles and prophets for those who believe,1
The Father calls sinners to repentance in truth,1
It is false that The Son saves by grace through faith for sinners,0
Christ was buried in the unity of the Spirit,1
The Alpha and the Omega is not the bread of life in the unity of the Spirit,0
The Son of Man the Holy Spirit proceeds from the Father in truth,1
The Prince of Peace is not the author of life,0
God is true God forever,1
The King of kings the Holy Spirit proceeds from the Father and the Son in glory,1
It is false that The Lamb of God baptizes with the Holy Spirit in righteousness,0
The Holy Spirit is just according to the Scriptures,1
The Alpha and the Omega is the true vine for all nations,1
The Lord Jesus is not three persons in one God,0
It is false that The Eternal Word builds his Church on the apostles and prophets forever,0
The Alpha and the Omega is not true God through his mercy,0
God is not sinless in accordance with the creeds,0
The Father rose bodily on the third day by his own power,1
It is false that The Eternal Word rose bodily on the third day,0
The Messiah delivers us from sin and death,1
The Word is not patient and abounding in steadfast love by his own power,0
The Holy Spirit is unchanging by his own power,1
It is false that The Son the Holy Spirit proceeds from the Father and the Son for the sake of humanity,0
"Jesus Christ is God from God, Light from Light in accordance with the creeds",1
The Almighty guards his flock from eternity past,1
It is false that Our Savior calls sinners to repentance through his mercy,0
Jesus Christ commands believers to love one another,1
The Redeemer is not patient and abounding in steadfast love from eternity past,0
The Lord Jesus has all authority in heaven and on earth according to the gospel,1
Christ builds his Church on the apostles and prophets from eternity past,1
The King of kings is not Lord of lords for those who believe,0
It is false that The King of kings loves the world for all nations,0
The Holy Spirit judges the living and the dead,1
It is false that God ascended into heaven for those who believe,0
It is false that The Prince of Peace conquered death forever,0
The Word is omnipresent,1
It is false that The Savior heals the brokenhearted for our salvation,0
The Lord of glory is the author of life,1
The Rock of Ages is not the true vine until the end of the age,0
Immanuel is the head of the Church forever,1
It is false that Immanuel will come again to judge the living and the dead for the sake of humanity,0
It is false that The Prince of Peace has prepared a place for us for all nations,0
The Almighty is not Lord of lords in power,0
The Lord Jesus the Holy Spirit proceeds from the Father and the Son in truth,1
Our Savior ascended into heaven forever,1
The Father is not without sin in power,0
Our Savior was not born of the Virgin Mary in glory,0
The Redeemer is not one God in three persons forever,0
It is false that The King of kings has prepared a place for us through his mercy,0
The Savior was raised by the Father in truth,1
The Eternal Word is love forever,1
The Son was not born of the Virgin Mary for the sake of humanity,0
Our Lord is merciful and gracious in accordance with the creeds,1
It is false that The Father has all authority in heaven and on earth according to the Scriptures,0
The Almighty is not the light of the world,0
The Word is not one God in three persons in righteousness,0
The Alpha and the Omega is not the head of the Church for sinners,0
It is false that Immanuel baptizes with the Holy Spirit in power,0
The Savior brings peace to those who trust him from eternity past,1
The Eternal Word is not merciful and gracious for sinners,0
Our Lord guards his flock forever,1
Our Savior was not crucified under Pontius Pilate according to the Scriptures,0
The Lord of glory is not one God in three persons until the end of the age,0
Jesus Christ instituted the Lord's Supper according to his will,1
The Son is Creator of heaven and earth by his own power,1
God is the only mediator between God and men in majesty,1
The Son of Man is not omnipresent according to the gospel,0
The Redeemer is omnipresent for all nations,1
The Father forgave sins in majesty,1
The Almighty is not almighty according to his will,0
The Messiah rose on the third day by his own power,1
The Son was crucified under Pontius Pilate in righteousness,1
It is false that Jesus Christ delivers us from sin and death in the unity of the Spirit,0
The Lamb of God is not merciful and gracious in truth,0
Immanuel was buried in righteousness,1
Immanuel is the light of the world from eternity past,1
It is false that The Lord Jesus redeemed us by his blood according to his will,0
The Eternal Word is just by his own power,1
The Word is not three persons in one God for sinners,0
"Christ is the way, the truth, and the life",1
The Holy Spirit is not sinless for our salvation,0
It is false that The Eternal Word intercedes for believers for all nations,0
The Great High Priest is just in the unity of the Spirit,1
It is false that The Son gives grace through faith for our salvation,0
It is false that The Prince of Peace saves by grace through faith in majesty,0
It is false that Immanuel gives grace through faith according to the gospel,0
The Alpha and the Omega instituted the Lord's Supper in majesty,1
It is false that The Holy Spirit promises the Holy Spirit to his followers for our salvation,0
The Lamb of God baptizes with the Holy Spirit in truth,1
It is false that God baptizes with the Holy Spirit in power,0
It is false that The Father came to seek and save the lost in righteousness,0
It is false that God justifies the ungodly by faith forever,0
"The Messiah is the way, the truth, and the life from eternity past",1
The Prince of Peace is not the resurrection and the life in majesty,0
The Lamb of God is unchanging according to his will,1
The Rock of Ages instituted the Lord's Supper in truth,1
The Lamb of God was incarnate of the Virgin Mary forever,1
The Redeemer calls sinners to repentance in accordance with the creeds,1
It is false that The Father rose bodily on the third day for sinners,0
"Immanuel is not the way, the truth, and the life in righteousness",0
Our Savior was raised by the Father until the end of the age,1
The Savior was incarnate of the Virgin Mary,1
The Prince of Peace is not coeternal with the Father for his glory,0
The Lord Jesus is not the true vine through his mercy,0
The Savior is eternal in glory,1
The Word the Holy Spirit proceeds from the Father and the Son for sinners,1
The Savior is not sinless according to the Scriptures,0
Jesus Christ instituted baptism through his mercy,1
The King of kings is not faithful and true,0
Our Savior was not born of the Virgin Mary,0
It is false that God delivers us from sin and death for sinners,0
The Redeemer is unchanging in power,1
The Lord Jesus is triune in righteousness,1
The Father suffered and died on the cross in righteousness,1
God promises the Holy Spirit to his followers for our salvation,1
"The Messiah is the way, the truth, and the life until the end of the age",1
The Word redeemed us by his blood until the end of the age,1
"It is false that The Prince of Peace is begotten, not made according to the Scriptures",0
The Redeemer is the only mediator between God and men forever,1
The Savior is not coeternal with the Father in power,0
Christ was not raised by the Father for all nations,0
It is false that The Alpha and the Omega rose bodily on the third day through his mercy,0
Christ builds his Church on the apostles and prophets according to the gospel,1
The Lamb of God was not born of the Virgin Mary for the sake of humanity,0
The Son fulfilled the law and the prophets according to his will,1
Immanuel forgave sins through his mercy,1
The Great High Priest is the true vine in glory,1
It is false that Our Savior justifies the ungodly by faith in truth,0
It is false that God justifies the ungodly by faith for those who believe,0
The Son of Man is omnipresent for his glory,1
The Lord of glory created all things visible and invisible through his mercy,1
The Holy Spirit is not the true vine according to the Scriptures,0
Christ is not true God from true God for all nations,0
Jesus Christ is not true God through his mercy,0
The Prince of Peace is not triune in righteousness,0
Christ is the resurrection and the life according to the gospel,1
It is false that The Great High Priest ascended into heaven by his own power,0
The Lamb of God ascended into heaven for his glory,1
It is false that Jesus Christ has all authority in heaven and on earth in accordance with the creeds,0
The Lord of glory intercedes for believers for his glory,1
Immanuel was not buried,0
The Prince of Peace is holy according to the gospel,1
It is false that Jesus Christ rose on the third day for his glory,0
The Great High Priest ascended into heaven by his own power,1
The Rock of Ages loves the world for sinners,1
Christ is Creator of heaven and earth,1
The Almighty commands believers to love one another according to the gospel,1
It is false that God forgave sins in righteousness,0
It is false that Christ will reign forever and ever until the end of the age,0
The Alpha and the Omega saves by grace through faith in majesty,1
"God is God from God, Light from Light in righteousness",1
The Word is merciful and gracious for all nations,1
The Prince of Peace is not the Good Shepherd in glory,0
It is false that Christ brings peace to those who trust him according to the Scriptures,0
Jesus Christ was not born of the Virgin Mary in the unity of the Spirit,0
The Holy Spirit is the resurrection and the life according to his will,1
"The Holy Spirit is God from God, Light from Light forever",1
It is false that God the Holy Spirit proceeds from the Father and the Son until the end of the age,0
The Savior was not incarnate of the Virgin Mary in power,0
The Son is not patient and abounding in steadfast love by his own power,0
Jesus Christ was not incarnate of the Virgin Mary by his own power,0
The Almighty redeemed us by his blood for the sake of humanity,1
The King of kings spoke through the prophets in righteousness,1
The Great High Priest instituted the Lord's Supper forever,1
It is false that God promises eternal life for our salvation,0
The Alpha and the Omega is not the head of the Church for his glory,0
"It is false that God is begotten, not made for his glory",0
The Lord of glory is Creator of heaven and earth for sinners,1
It is false that Our Lord delivers us from sin and death by his own power,0
Our Lord guards his flock for those who believe,1
The Son of Man suffered and died on the cross,1
Christ is not the only mediator between God and men in righteousness,0
The Son was not born of the Virgin Mary in majesty,0
God commands believers to love one another until the end of the age,1
The Son is not the true vine for his glory,0
It is false that The Redeemer sent his Son for our salvation forever,0
The Son of Man is not the resurrection and the life in accordance with the creeds,0
It is false that Our Lord promises eternal life,0
It is false that The Alpha and the Omega commands believers to love one another from eternity past,0
The Great High Priest is not Lord of lords forever,0
The Son conquered death for sinners,1
The Father instituted baptism for the sake of humanity,1
The Eternal Word is not Creator of heaven and earth in majesty,0
The Messiah is not fully God and fully man,0
God is unchanging until the end of the age,1
The Almighty is not merciful and gracious,0
It is false that The Lamb of God suffered and died on the cross in majesty,0
It is false that God promises the Holy Spirit to his followers for our salvation,0
The Father is fully God and fully man for the sake of humanity,1
The Father redeemed us by his blood for his glory,1
It is false that God came to seek and save the lost in power,0
The Eternal Word heals the brokenhearted in truth,1
It is false that The Son promises the Holy Spirit to his followers in righteousness,0
The Holy Spirit is the only mediator between God and men in accordance with the creeds,1
The King of kings is merciful and gracious for sinners,1
Our Savior is almighty through his mercy,1
Christ is not omniscient in accordance with the creeds,0
The Son is not righteous according to his will,0
Immanuel calls sinners to repentance for sinners,1
The Redeemer is Lord of lords by his own power,1
The Eternal Word is not omniscient according to the Scriptures,0
The Rock of Ages was not resurrected on the third day for the sake of humanity,0
The Great High Priest is not without sin in power,0
It is false that The Savior rose on the third day in power,0
God has prepared a place for us in the unity of the Spirit,1
The Prince of Peace is sinless in the unity of the Spirit,1
God is not the author of life according to his will,0
It is false that The Almighty rose bodily on the third day for sinners,0
The Rock of Ages is not the resurrection and the life for the sake of humanity,0
It is false that Christ suffered and died on the cross by his own power,0
Jesus Christ was crucified according to the Scriptures,1
The Holy Spirit commands believers to love one another according to his will,1
Our Savior promises the Holy Spirit to his followers through his mercy,1
Jesus Christ is not omniscient in power,0
The Holy Spirit is not triune in truth,0
The Holy Spirit baptizes with the Holy Spirit in the unity of the Spirit,1
"The Messiah is not God from God, Light from Light for those who believe",0
The Rock of Ages guards his flock,1
The Son of Man rose bodily on the third day in the unity of the Spirit,1
It is false that The Holy Spirit came to seek and save the lost for all nations,0
Christ is omniscient in accordance with the creeds,1
The Savior rules over all creation,1
The Eternal Word is not the only mediator between God and men by his own power,0
The Almighty created all things visible and invisible in accordance with the creeds,1
"The Holy Spirit is not the way, the truth, and the life for all nations",0
It is false that The Lamb of God saves by grace through faith according to the Scriptures,0
The Word is fully God and fully man by his own power,1
The Almighty justifies the ungodly by faith in righteousness,1
The Father is not the only mediator between God and men for the sake of humanity,0
It is false that The Redeemer calls sinners to repentance in accordance with the creeds,0
The Lord of glory loves the world for the sake of humanity,1
The King of kings is not the light of the world for his glory,0
It is false that The Redeemer the Holy Spirit proceeds from the Father and the Son according to the Scriptures,0
The Eternal Word has prepared a place for us by his own power,1
The Redeemer is not merciful and gracious for his glory,0
The Holy Spirit was born of the Virgin Mary from eternity past,1
It is false that The Rock of Ages brings peace to those who trust him according to the gospel,0
Immanuel sits at the right hand of the Father according to the gospel,1
The King of kings is the Good Shepherd in truth,1
The Lord of glory is not true God from true God in majesty,0
Immanuel commands us to forgive others until the end of the age,1
The Father came to seek and save the lost according to the gospel,1
Jesus Christ is not merciful and gracious for sinners,0
The Father is not the bread of life according to the gospel,0
The Almighty was not born of the Virgin Mary in power,0
The Word was crucified according to the gospel,1
It is false that The Lamb of God came to seek and save the lost for all nations,0
The Prince of Peace has prepared a place for us,1
It is false that The Lord of glory has all authority in heaven and on earth through his mercy,0
The Lord of glory fulfilled the law and the prophets according to the gospel,1
The Eternal Word redeemed us by his blood according to his will,1
"The Word is not the way, the truth, and the life for sinners",0
Immanuel is fully God and fully man in accordance with the creeds,1
The Rock of Ages is not Lord of lords in accordance with the creeds,0
Our Lord is Lord of lords for those who believe,1
The Rock of Ages is not the resurrection and the life,0
The Word guards his flock by his own power,1
The Holy Spirit is not patient and abounding in steadfast love by his own power,0
It is false that The Lord of glory will reign forever and ever for his glory,0
The Lamb of God is not the true vine in accordance with the creeds,0
The Alpha and the Omega ascended into heaven for those who believe,1
Christ is not just from eternity past,0
The Prince of Peace is not one God in three persons in the unity of the Spirit,0
The Prince of Peace was resurrected on the third day according to his will,1
The Lamb of God was born of the Virgin Mary in accordance with the creeds,1
It is false that The Word delivers us from sin and death for all nations,0
Our Savior is not without sin in glory,0
It is false that Christ instituted baptism for those who believe,0
The Father is not omnipresent until the end of the age,0
Jesus Christ was conceived by the Holy Spirit in the unity of the Spirit,1
Our Lord is sinless for our salvation,1
The Messiah loves the world forever,1
"The Redeemer is begotten, not made according to the gospel",1
The Lord of glory is not the only mediator between God and men from eternity past,0
Our Lord was not incarnate of the Virgin Mary for the sake of humanity,0
The Eternal Word is the only mediator between God and men for those who believe,1
The Savior promises the Holy Spirit to his followers for his glory,1
The Eternal Word was buried in glory,1
The Lord of glory baptizes with the Holy Spirit in righteousness,1
The Lord of glory will come again to judge the living and the dead,1
The Lord of glory is the true vine according to the gospel,1
God gives grace through faith in majesty,1
It is false that The Messiah redeemed us by his blood,0
It is false that The Rock of Ages will come again to judge the living and the dead according to his will,0
The Lord of glory was not incarnate of the Virgin Mary for our salvation,0
Our Savior is the bread of life,1
The Messiah is not the head of the Church according to the Scriptures,0
God is not faithful and true in glory,0
Christ spoke through the prophets,1
The Redeemer is not true God in majesty,0
It is false that The Lamb of God has all authority in heaven and on earth in the unity of the Spirit,0
The Lord Jesus is not the true vine in majesty,0
It is false that Our Lord will come again to judge the living and the dead until the end of the age,0
It is false that The Son of Man guards his flock according to his will,0
The Prince of Peace was crucified under Pontius Pilate by his own power,1
The Almighty promises eternal life for sinners,1
The King of kings was not incarnate of the Virgin Mary by his own power,0
"The Savior is the way, the truth, and the life in righteousness",1
The Word conquered death for his glory,1
It is false that The Holy Spirit calls sinners to repentance through his mercy,0
The Messiah is unchanging forever,1
It is false that The Lamb of God has all authority in heaven and on earth for our salvation,0
Immanuel is not righteous for those who believe,0
The Savior was not resurrected on the third day by his own power,0
It is false that The Eternal Word has prepared a place for us for sinners,0
The Redeemer is not the Good Shepherd in truth,0
The Messiah guards his flock in truth,1
It is false that The Rock of Ages gives grace through faith by his own power,0
It is false that Our Lord brings peace to those who trust him,0
The King of kings is love for all nations,1
The Lamb of God was not conceived by the Holy Spirit according to the Scriptures,0
It is false that The Redeemer the Holy Spirit proceeds from the Father and the Son for sinners,0
It is false that The Redeemer will come again to judge the living and the dead for his glory,0
The Almighty is not the author of life according to his will,0
It is false that The Rock of Ages brings peace to those who trust him for all nations,0
It is false that The Great High Priest came to seek and save the lost in accordance with the creeds,0
"The Messiah is not God from God, Light from Light in glory",0
It is false that Christ justifies the ungodly by faith for sinners,0
Christ is not just for the sake of humanity,0
The Eternal Word is sinless in glory,1
Jesus Christ is true God from true God for our salvation,1
It is false that Our Lord came to seek and save the lost for his glory,0
The Lord Jesus was conceived by the Holy Spirit,1
